budget,genres,id,keywords,original_language,popularity,revenue,runtime,title_x,vote_average,vote_count,title_y,cast,director,release_year,release_month
80000000,"Drama,Science Fiction,Thriller",10200,"extraterrestrial technology,spacecraft,ultimatum",en,41.890722,233093859,104.0,The Day the Earth Stood Still,5.2,1043,The Day the Earth Stood Still,"Keanu Reeves,Jennifer Connelly,Kathy Bates",Scott Derrickson,2008,12
75000000,"Action,Drama,Mystery",8834,"new york,cia,helicopter",en,22.179658,136982834,135.0,Conspiracy Theory,6.5,431,Conspiracy Theory,"Mel Gibson,Julia Roberts,Patrick Stewart",Richard Donner,1997,8
68000000,"War,Drama,Action",228150,"world war ii,nazis,war",en,139.575085,211817906,135.0,Fury,7.4,3946,Fury,"Brad Pitt,Shia LaBeouf,Logan Lerman",David Ayer,2014,10
70000000,"Action,Adventure,Comedy",6068,"overleven,family guy",en,18.264635,164000000,98.0,Six Days Seven Nights,5.6,332,Six Days Seven Nights,"Harrison Ford,Anne Heche,David Schwimmer",Ivan Reitman,1998,6
80000000,"Comedy,Family,Animation",41515,"picnic,sandwich,bear",en,11.187696,201584141,80.0,Yogi Bear,5.2,220,Yogi Bear,"Dan Aykroyd,Justin Timberlake,Anna Faris",Eric Brevig,2010,12
80000000,"Western,Animation,Adventure",9023,"human being,freedom,mustang",en,41.670544,122563539,83.0,Spirit: Stallion of the Cimarron,7.4,831,Spirit: Stallion of the Cimarron,"Matt Damon,James Cromwell,Daniel Studi",Kelly Asbury,2002,5
80000000,"Comedy,Romance,Family",38317,"talking animal,scientist,german accent",en,27.46264,169852759,102.0,Zookeeper,5.3,498,Zookeeper,"Kevin James,Rosario Dawson,Sylvester Stallone",Frank Coraci,2011,7
80000000,"Adventure,Family,Science Fiction",2157,"time travel,sabotage,deep space explorer",en,17.455024,136159423,130.0,Lost in Space,5.0,388,Lost in Space,"Gary Oldman,William Hurt,Matt LeBlanc",Stephen Hopkins,1998,4
80000000,"Drama,Thriller,Mystery",14462,"senator,gulf war,canoe",en,21.394281,96105964,129.0,The Manchurian Candidate,6.2,393,The Manchurian Candidate,"Denzel Washington,Meryl Streep,Liev Schreiber",Jonathan Demme,2004,7
80000000,"Animation,Comedy,Family",159824,"transylvania,hotel,witch",en,61.692197,473226958,89.0,Hotel Transylvania 2,6.7,1497,Hotel Transylvania 2,"Adam Sandler,Andy Samberg,Selena Gomez",Genndy Tartakovsky,2015,9
80000000,"Animation,Family,Music",49948,"orchestra,musical segments",en,14.530946,90874570,74.0,Fantasia 2000,7.0,292,Fantasia 2000,"Steve Martin,Itzhak Perlman,Quincy Jones",James Algar,1999,12
80000000,"Science Fiction,Adventure,Action",2135,"future,time machine",en,25.978555,123729176,96.0,The Time Machine,5.8,631,The Time Machine,"Guy Pearce,Mark Addy,Phyllida Law",Simon Wells,2002,3
102000000,"Action,Crime,Thriller",9705,"female nudity,hacker,terrorism",en,36.788745,147080413,99.0,Swordfish,6.1,932,Swordfish,"John Travolta,Hugh Jackman,Halle Berry",Dominic Sena,2001,6
75000000,"Action,Adventure",1656,"california,spy,father son relationship",en,31.054334,142400065,129.0,The Legend of Zorro,5.9,893,The Legend of Zorro,"Antonio Banderas,Catherine Zeta-Jones,Adrián Alonso Barona",Martin Campbell,2005,10
85000000,"Drama,Fantasy,Romance",12159,"paradise,soul,underworld",en,21.891078,71485043,113.0,What Dreams May Come,6.8,577,What Dreams May Come,"Robin Williams,Cuba Gooding Jr.,Annabella Sciorra",Vincent Ward,1998,10
88000000,"Adventure,Fantasy,Action",4442,"brother brother relationship,literature,aftercreditsstinger",en,40.138009,105316267,118.0,The Brothers Grimm,5.6,818,The Brothers Grimm,"Heath Ledger,Matt Damon,Mackenzie Crook",Terry Gilliam,2005,8
70000000,"Comedy,Fantasy,Science Fiction",75,"saving the world,total destruction,white house",en,44.090535,101371017,106.0,Mars Attacks!,6.1,1509,Mars Attacks!,"Jack Nicholson,Glenn Close,Annette Bening",Tim Burton,1996,12
80000000,"Action,Science Fiction,Thriller",19959,"clone,dystopia",en,36.664991,122444772,89.0,Surrogates,5.9,1195,Surrogates,"Bruce Willis,Radha Mitchell,Rosamund Pike",Jonathan Mostow,2009,9
80000000,"Drama,Thriller",11973,"usa president,atomic bomb,john f. kennedy",en,18.26121,34566746,145.0,Thirteen Days,6.9,189,Thirteen Days,"Kevin Costner,Bruce Greenwood,Steven Culp",Roger Donaldson,2000,12
80000000,"Action,Adventure,Thriller",11228,"taxi,new jersey,helicopter",en,16.681269,159212469,115.0,Daylight,5.8,378,Daylight,"Sylvester Stallone,Amy Brenneman,Viggo Mortensen",Rob Cohen,1996,12
80000000,"Animation,Family,Adventure",77951,"dinosaur,3d",en,10.088006,126546518,87.0,Walking With Dinosaurs,5.2,133,Walking With Dinosaurs,"Charlie Rowe,Justin Long,Karl Urban",Barry Cook,2013,12
44000000,"Action,Science Fiction,War",5491,"based on novel,post-apocalyptic,dystopia",en,7.89147,21400000,118.0,Battlefield Earth,3.0,255,Battlefield Earth,"John Travolta,Barry Pepper,Forest Whitaker",Roger Christian,2000,5
80000000,"Animation,Comedy,Family",10715,"spy,duck,bunny",en,16.715631,68514844,90.0,Looney Tunes: Back in Action,5.6,297,Looney Tunes: Back in Action,"Brendan Fraser,Jenna Elfman,Steve Martin",Joe Dante,2003,11
80000000,"Drama,Music,Romance",10197,"memory,sidewalk cafe,room key",en,9.357734,53825515,112.0,Nine,5.1,165,Nine,"Judi Dench,Daniel Day-Lewis,Marion Cotillard",Rob Marshall,2009,12
80000000,"Action,Adventure,Science Fiction",9562,"professor,time travel,quantum mechanics",en,11.22268,19480739,116.0,Timeline,5.4,318,Timeline,"Paul Walker,Frances O'Connor,Gerard Butler",Richard Donner,2003,11
80000000,"Drama,Adventure",9922,"usa,post,postman",en,14.564667,17626234,177.0,The Postman,6.1,299,The Postman,"Kevin Costner,Will Patton,Olivia Williams",Kevin Costner,1997,12
90000000,"Adventure,Comedy,Drama",9447,"piggy bank,shortage of money,pig",en,11.356079,69131860,92.0,Babe: Pig in the City,5.2,305,Babe: Pig in the City,"James Cromwell,Mary Stein,Mickey Rooney",George Miller,1998,11
90000000,"Fantasy,Action,Adventure",274854,"new york,witch,uprising",en,52.612025,146936910,106.0,The Last Witch Hunter,5.7,1316,The Last Witch Hunter,"Vin Diesel,Rose Leslie,Elijah Wood",Breck Eisner,2015,10
80000000,"Thriller,Action,Science Fiction",8870,"mars,future,astronaut",en,13.800656,33463969,106.0,Red Planet,5.4,267,Red Planet,"Val Kilmer,Carrie-Anne Moss,Benjamin Bratt",Antony Hoffman,2000,11
86000000,"Adventure,Fantasy,Animation",9992,"grandfather grandson relationship,wretch,treasure hunt",en,27.097932,107944236,94.0,Arthur and the Invisibles,6.0,639,Arthur and the Invisibles,"Freddie Highmore,Mia Farrow,Ron Crawford",Luc Besson,2006,12
80000000,"Thriller,Science Fiction,Adventure",10077,"dying and death,time travel,romance",en,7.342892,5989640,110.0,A Sound of Thunder,4.8,111,A Sound of Thunder,"Heike Makatsch,Armin Rohde,David Oyelowo",Peter Hyams,2005,5
130000000,"Action,Adventure,History",76649,"gladiator,arena,gladiator fight",en,50.561849,117831631,105.0,Pompeii,5.2,1267,Pompeii,"Kit Harington,Carrie-Anne Moss,Emily Browning",Paul W.S. Anderson,2014,2
60000000,"Drama,Romance",453,"individual,schizophrenia,massachusetts",en,59.248437,313542341,135.0,A Beautiful Mind,7.7,3009,A Beautiful Mind,"Russell Crowe,Ed Harris,Jennifer Connelly",Ron Howard,2001,12
45000000,"Family,Animation,Drama",8587,"loss of parents,wild boar,uncle",en,90.457886,788241776,89.0,The Lion King,8.0,5376,The Lion King,"Jonathan Taylor Thomas,Matthew Broderick,James Earl Jones",Roger Allers,1994,6
79000000,"Adventure,Action,Science Fiction",72545,"mission,mysterious island,missing person",en,40.723459,355692760,94.0,Journey 2: The Mysterious Island,5.8,1030,Journey 2: The Mysterious Island,"Dwayne Johnson,Josh Hutcherson,Kristin Davis",Brad Peyton,2012,1
78000000,"Animation,Family,Comedy",109451,"inventor,food,scientist",en,41.247402,248384621,95.0,Cloudy with a Chance of Meatballs 2,6.4,915,Cloudy with a Chance of Meatballs 2,"Bill Hader,Anna Faris,James Caan",Cody Cameron,2013,9
78000000,"Crime,Thriller,Horror",9533,"psychopath,serial killer,fbi agent",en,10.083905,209196298,124.0,Red Dragon,6.7,1115,Red Dragon,"Anthony Hopkins,Edward Norton,Ralph Fiennes",Brett Ratner,2002,9
100000000,"Western,Adventure",2023,"horse race,horse,racehorse",en,16.759252,108103450,136.0,Hidalgo,6.5,318,Hidalgo,"Viggo Mortensen,Zuleikha Robinson,Omar Sharif",Joe Johnston,2004,3
79000000,Comedy,71880,duringcreditsstinger,en,22.132418,149673788,91.0,Jack and Jill,4.1,604,Jack and Jill,"Adam Sandler,Katie Holmes,Al Pacino",Dennis Dugan,2011,11
76000000,"Action,Crime,Thriller",584,"miami,car race,sports car",en,10.520961,236350661,107.0,2 Fast 2 Furious,6.2,2028,2 Fast 2 Furious,"Paul Walker,Tyrese Gibson,Eva Mendes",John Singleton,2003,6
64000000,"Adventure,Animation,Fantasy",309809,"philosophy,utopia,airplane",en,35.384423,97571250,92.0,The Little Prince,7.6,756,The Little Prince,"Jeff Bridges,Rachel McAdams,Paul Rudd",Mark Osborne,2015,7
80000000,"Science Fiction,Thriller",4858,"remake,alien,escape",en,15.673154,15071514,99.0,The Invasion,5.7,359,The Invasion,"Nicole Kidman,Daniel Craig,Jeremy Northam",Oliver Hirschbiegel,2007,8
76000000,"Action,Adventure,Animation",17711,"adventure,cartoon,comedy",en,8.981427,35134820,88.0,The Adventures of Rocky & Bullwinkle,3.9,87,The Adventures of Rocky & Bullwinkle,"Rene Russo,Jason Alexander,Piper Perabo",Des McAnuff,2000,6
75000000,"Animation,Family",328111,"pet,bunny,anthropomorphism",en,31.482872,875958308,87.0,The Secret Life of Pets,5.9,3462,The Secret Life of Pets,"Louis C.K.,Eric Stonestreet,Kevin Hart",Chris Renaud,2016,6
78000000,"Fantasy,Action,Thriller",8698,"saving the world,vampire,bite",en,47.436675,179265204,110.0,The League of Extraordinary Gentlemen,5.7,1155,The League of Extraordinary Gentlemen,"Sean Connery,Peta Wilson,Shane West",Stephen Norrington,2003,7
76000000,"Animation,Comedy,Family",93456,"secret agent,bakery,falling in love",en,136.886704,970761885,98.0,Despicable Me 2,7.0,4637,Despicable Me 2,"Steve Carell,Kristen Wiig,Benjamin Bratt",Pierre Coffin,2013,6
75000000,"Action,Adventure,Science Fiction",602,"spacecraft,patriotism,countdown",en,60.442593,816969268,145.0,Independence Day,6.7,3260,Independence Day,"Will Smith,Bill Pullman,Jeff Goldblum",Roland Emmerich,1996,6
73000000,"Adventure,Action,Science Fiction",330,"exotic island,dna,paleontology",en,2.502487,229074524,129.0,The Lost World: Jurassic Park,6.2,2487,The Lost World: Jurassic Park,"Jeff Goldblum,Julianne Moore,Pete Postlethwaite",Steven Spielberg,1997,5
75000000,"Family,Animation",953,"lion,hippopotamus,giraffe",en,48.110909,532680671,86.0,Madagascar,6.6,3237,Madagascar,"Ben Stiller,Chris Rock,David Schwimmer",Eric Darnell,2005,5
76000000,"Drama,Action,Thriller",9693,"police state,hippie,rebel",en,35.387874,69959751,109.0,Children of Men,7.4,2071,Children of Men,"Clive Owen,Michael Caine,Julianne Moore",Alfonso Cuarón,2006,9
75000000,"Adventure,Action,Science Fiction",36657,"mutant,marvel comic,superhero",en,4.66891,296339527,104.0,X-Men,6.8,4097,X-Men,"Patrick Stewart,Hugh Jackman,Ian McKellen",Bryan Singer,2000,7
75000000,"Action,Thriller,Crime",8909,"assassin,loss of father,secret society",en,73.82289,258270008,110.0,Wanted,6.4,2528,Wanted,"Angelina Jolie,James McAvoy,Morgan Freeman",Timur Bekmambetov,2008,6
75000000,"Action,Adventure,Thriller",9802,"san francisco,fbi,gas attack",en,51.469576,335062621,136.0,The Rock,6.9,1456,The Rock,"Sean Connery,Nicolas Cage,Ed Harris",Michael Bay,1996,6
80000000,"Animation,Family,Comedy",950,"mammoth,sloth,ice age",en,85.115058,660940780,91.0,Ice Age: The Meltdown,6.5,2951,Ice Age: The Meltdown,"Ray Romano,John Leguizamo,Denis Leary",Carlos Saldanha,2006,3
75000000,"Comedy,Romance",1824,"deja vu,amnesia,hawaii",en,61.437586,196482882,99.0,50 First Dates,6.6,2105,50 First Dates,"Adam Sandler,Drew Barrymore,Rob Schneider",Peter Segal,2004,2
50000000,"Family,Comedy,Music",2976,"races,dream,dance",en,31.160542,90450008,117.0,Hairspray,6.5,709,Hairspray,"John Travolta,Michelle Pfeiffer,Christopher Walken",Adam Shankman,2007,7
80000000,"Horror,Mystery,Thriller",11026,"secret,obsession,exorcism",en,15.761384,78000586,114.0,Exorcist: The Beginning,4.7,183,Exorcist: The Beginning,"Stellan Skarsgård,Izabella Scorupco,James D'Arcy",Renny Harlin,2004,8
75000000,"Thriller,Crime",75656,"paris,bank,secret",en,71.124686,117698894,115.0,Now You See Me,7.3,5487,Now You See Me,"Jesse Eisenberg,Mark Ruffalo,Woody Harrelson",Louis Leterrier,2013,5
80000000,Comedy,38365,"overweight,swing,foot",en,38.864027,271430189,102.0,Grown Ups,6.0,1705,Grown Ups,"Adam Sandler,Salma Hayek,Maria Bello",Dennis Dugan,2010,6
60000000,"Comedy,Drama",594,"new york,airport,marriage proposal",en,57.753914,219417255,128.0,The Terminal,7.0,1910,The Terminal,"Tom Hanks,Catherine Zeta-Jones,Stanley Tucci",Steven Spielberg,2004,6
35000000,"Comedy,Family",15189,"adoption,puppy,pitbull",en,13.25753,73034460,100.0,Hotel for Dogs,5.7,202,Hotel for Dogs,"Emma Roberts,Jake T. Austin,Don Cheadle",Thor Freudenthal,2009,1
75000000,"Action,Adventure,Thriller",11678,"himalaya,pakistan,climbing",en,13.318744,215663859,124.0,Vertical Limit,5.9,283,Vertical Limit,"Chris O'Donnell,Robin Tunney,Bill Paxton",Martin Campbell,2000,12
75000000,"Comedy,Drama,History",6538,"washington d.c.,alcohol,cia",en,18.70031,119000410,102.0,Charlie Wilson's War,6.5,338,Charlie Wilson's War,"Tom Hanks,Philip Seymour Hoffman,Julia Roberts",Mike Nichols,2007,12
75000000,"Animation,Action,Comedy",10555,"fish,hero,mission of murder",en,47.094369,367275019,90.0,Shark Tale,5.8,1557,Shark Tale,"Will Smith,Robert De Niro,Renée Zellweger",Vicky Jenson,2004,9
70000000,Drama,1125,"music record,manager,black people",en,14.486311,154937680,134.0,Dreamgirls,6.6,284,Dreamgirls,"Jamie Foxx,Beyoncé Knowles,Eddie Murphy",Bill Condon,2006,12
53000000,"Comedy,Crime",4551,"baseball bat,widow,recording contract",en,18.61472,95226116,118.0,Be Cool,5.4,292,Be Cool,"John Travolta,Uma Thurman,Vince Vaughn",F. Gary Gray,2005,3
70000000,"Drama,Action,History",612,"paris,assassination,israel",en,29.035222,130358911,164.0,Munich,6.9,696,Munich,"Eric Bana,Daniel Craig,Ciarán Hinds",Steven Spielberg,2005,12
70000000,"Action,Drama,War",9567,"u.s. army,nigeria,president",en,27.055085,85632458,121.0,Tears of the Sun,6.4,573,Tears of the Sun,"Bruce Willis,Monica Bellucci,Cole Hauser",Antoine Fuqua,2003,3
75000000,"Action,Comedy,Thriller",37821,assassin,en,23.004607,98159963,100.0,Killers,5.7,772,Killers,"Katherine Heigl,Ashton Kutcher,Tom Selleck",Robert Luketic,2010,6
75000000,"Comedy,Action,Adventure",203801,"spy,cold war,remake",en,48.744209,108145109,116.0,The Man from U.N.C.L.E.,7.1,2265,The Man from U.N.C.L.E.,"Henry Cavill,Armie Hammer,Alicia Vikander",Guy Ritchie,2015,8
80000000,Comedy,2539,"upper class,mother,single parent",en,14.209329,55041367,130.0,Spanglish,5.8,369,Spanglish,"Adam Sandler,Téa Leoni,Paz Vega",James L. Brooks,2004,12
75000000,"Animation,Comedy,Family",9297,"monster,secret,toy",en,36.368839,140175006,91.0,Monster House,6.3,874,Monster House,"Ryan Newman,Steve Buscemi,Mitchel Musso",Gil Kenan,2006,7
75000000,"Action,Comedy,Crime",3172,prison,en,24.353302,67631903,123.0,Bandits,6.2,302,Bandits,"Bruce Willis,Billy Bob Thornton,Cate Blanchett",Barry Levinson,2001,10
55000000,"Action,Adventure,Drama",6520,"camelot,knight,king arthur",en,19.143321,127600435,134.0,First Knight,5.9,311,First Knight,"Sean Connery,Richard Gere,Julia Ormond",Jerry Zucker,1995,7
75000000,"Fantasy,Action,Drama",37958,"poison,army,zeus",en,37.917002,226904017,110.0,Immortals,5.7,880,Immortals,"Mickey Rourke,Kellan Lutz,Isabel Lucas",Tarsem Singh,2011,11
52000000,"Mystery,Drama,Thriller",2026,"fbi,kidnapping,police operation",en,23.663713,77944725,113.0,Hostage,6.2,512,Hostage,"Bruce Willis,Kevin Pollak,Jimmy Bennett",Florent-Emilio Siri,2005,3
75000000,"Animation,Action,Science Fiction",7450,"monster,galaxy,dystopia",en,14.44381,36754634,94.0,Titan A.E.,6.3,313,Titan A.E.,"Matt Damon,Bill Pullman,Drew Barrymore",Gary Goldman,2000,6
75000000,"Action,Adventure,Comedy",11375,"rap music,hitman",en,10.605084,51142659,116.0,Hollywood Homicide,5.0,166,Hollywood Homicide,"Harrison Ford,Josh Hartnett,Lena Olin",Ron Shelton,2003,6
75000000,"Action,War,Science Fiction",9425,"space marine,dystopia,alien planet",en,11.873856,14567883,99.0,Soldier,6.1,221,Soldier,"Kurt Russell,Jason Scott Lee,Jason Isaacs",Paul W.S. Anderson,1998,10
75000000,"Adventure,Fantasy,Animation",23685,"parallel world,organ donation,horniness agent",en,8.098369,5409517,93.0,Monkeybone,4.3,78,Monkeybone,"Brendan Fraser,Bridget Fonda,John Turturro",Henry Selick,2001,2
45000000,"Action,Adventure,Drama",11866,"robbery,water,gobi desert",en,20.374308,21009180,113.0,Flight of the Phoenix,5.7,276,Flight of the Phoenix,"Dennis Quaid,Tyrese Gibson,Giovanni Ribisi",John Moore,2004,12
75000000,"Science Fiction,Thriller,Drama",9741,"father son relationship,train accident,comic book",en,42.006908,248118121,106.0,Unbreakable,6.9,1946,Unbreakable,"Bruce Willis,Samuel L. Jackson,Robin Wright",M. Night Shyamalan,2000,11
74000000,"Family,Animation,Adventure",211672,"assistant,aftercreditsstinger,duringcreditsstinger",en,875.581305,1156730962,91.0,Minions,6.4,4571,Minions,"Sandra Bullock,Jon Hamm,Michael Keaton",Kyle Balda,2015,6
82000000,"Action,Fantasy,Thriller",23629,"brothel,fantasy,asylum",en,39.127082,89792502,110.0,Sucker Punch,5.9,1623,Sucker Punch,"Emily Browning,Abbie Cornish,Jena Malone",Zack Snyder,2011,3
73000000,"Crime,Mystery",8688,"casino,political activism,boxer",en,20.790703,103891409,98.0,Snake Eyes,5.8,327,Snake Eyes,"Nicolas Cage,Gary Sinise,John Heard",Brian De Palma,1998,8
75000000,Science Fiction,10153,"ocean,extraterrestrial technology,space marine",en,18.65988,13100000,134.0,Sphere,5.8,476,Sphere,"Dustin Hoffman,Sharon Stone,Samuel L. Jackson",Barry Levinson,1998,2
73000000,"Family,Animation",153518,"island,bird,pig",en,45.720894,349779543,97.0,The Angry Birds Movie,5.9,1022,The Angry Birds Movie,"Jason Sudeikis,Josh Gad,Danny McBride",Fergal Reilly,2016,5
70000000,"Romance,Comedy,Adventure",8676,"helicopter,cemetery,boat",en,21.789615,111231041,112.0,Fool's Gold,5.4,444,Fool's Gold,"Matthew McConaughey,Kate Hudson,Donald Sutherland",Andy Tennant,2008,2
75000000,"Comedy,Drama",20829,"comedian,cancer,bromance",en,20.199057,61458982,146.0,Funny People,5.7,390,Funny People,"Adam Sandler,Seth Rogen,Leslie Mann",Judd Apatow,2009,7
70000000,"Thriller,Action,Drama",4349,"assassination,assassin,terrorist",en,26.123705,86658558,110.0,The Kingdom,6.5,513,The Kingdom,"Jamie Foxx,Jennifer Garner,Chris Cooper",Peter Berg,2007,8
72500000,Comedy,9718,"north carolina,prayer,family dinner",en,12.599836,162966177,116.0,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,Talladega Nights: The Ballad of Ricky Bobby,"Will Ferrell,John C. Reilly,Sacha Baron Cohen",Adam McKay,2006,8
70000000,"Comedy,Family,Romance",10808,"veterinarian,forest,bear",en,13.543053,176104344,87.0,Dr. Dolittle 2,4.9,410,Dr. Dolittle 2,"Eddie Murphy,Kristen Wilson,Raven-Symoné",Steve Carr,2001,6
72000000,"Action,Drama,History",197,"individual,scotland,in love with enemy",en,60.722162,210000000,177.0,Braveheart,7.7,3336,Braveheart,"Mel Gibson,Catherine McCormack,Sophie Marceau",Mel Gibson,1995,5
72000000,"Drama,War",25,"sniper,marine corps,saudi arabia",en,32.227223,96889998,125.0,Jarhead,6.6,765,Jarhead,"Jamie Foxx,Jake Gyllenhaal,Scott MacDonald",Sam Mendes,2005,11
75000000,"Animation,Comedy,Family",35,"father son relationship,lake,springfield",en,46.875375,527068851,87.0,The Simpsons Movie,6.9,2264,The Simpsons Movie,"Dan Castellaneta,Julie Kavner,Nancy Cartwright",David Silverman,2007,7
72000000,"Drama,Romance",11086,"california,falsely accused,prosecution",en,11.215702,37317558,152.0,The Majestic,6.6,188,The Majestic,"Jim Carrey,Martin Landau,Laurie Holden",Frank Darabont,2001,12
94000000,Action,10477,"competition,running,career",en,8.468586,54744738,116.0,Driven,4.5,179,Driven,"Kip Pardue,Robert Sean Leonard,Til Schweiger",Renny Harlin,2001,4
